New Run at  02/01/2016 09:16:48
, Time, RandomReward; CFUCBReward; 
data,1238783207000,71;52495;74
data,1280185635000,71;52782;74
data,1288055694000,72;102723;74
data,1287224069000,72;95510;74
data,1285568361000,72;95068;74
data,1287404288000,72;77471;74
data,1254580156000,72;42661;74
data,1223563132000,72;15213;74
data,1288863658000,72;48474;74
data,1277658294000,72;92670;74
data,1260170322000,72;90488;74
data,1244294090000,72;68922;74
data,1282659992000,72;45371;74
data,1220562511000,72;51564;74
data,1288105418000,73;11419;75
data,1179167054000,73;67314;75
data,1278553750000,73;31320;75
data,1285223537000,73;17332;75
data,1251907652000,73;23544;75
data,1218170862000,73;32041;75
data,1241208680000,73;32343;75
data,1288796607000,73;1281;75
data,1241372723000,73;1126;75
data,1288360095000,73;38997;75
data,1236380844000,73;97475;75
data,1265749806000,73;89895;75
data,1289197577000,73;85357;75
data,1286390078000,74;35545;75
data,1211806295000,74;59247;75
data,1286266612000,74;80557;75
data,1253714463000,74;57431;75
data,1283882750000,74;67342;75
data,1287514826000,74;71449;75
data,1270353786000,74;78717;75
data,1263554438000,74;79435;75
data,1282233701000,74;48635;75
data,1263415165000,74;50646;75
data,1281699909000,74;35403;75
data,1261080957000,74;49409;75
data,1261939277000,74;46829;75
data,1285746191000,75;32785;76
data,1259044856000,75;55219;76
data,1287580900000,75;49468;76
data,1250411320000,75;6134;76
data,1289288179000,75;52141;76
data,1285613213000,75;87821;76
data,1251821698000,75;28603;76
data,1286125725000,76;69006;76
data,1289235920000,76;87717;76
data,1280310504000,76;62767;76
data,1288343046000,76;81282;76
data,1276699423000,76;55881;76
data,1287796498000,76;47950;76
data,1281618739000,76;54563;76
data,1278845653000,76;48547;76
data,1274314864000,76;49950;76
data,1237981618000,76;78008;77
data,1283567616000,76;94728;77
data,1254836318000,76;88317;77
data,1281534712000,76;89464;77
data,1210348231000,76;42332;77
data,1283641661000,76;87718;77
data,1275601309000,76;52923;77
data,1221078643000,76;10802;77
data,1284204086000,76;105528;77
data,1284860366000,76;50693;77
data,1284919030000,76;35373;77
data,1284307727000,76;47901;77
data,1285823952000,76;60188;77
data,1285934601000,76;69978;77
data,1191828195000,76;36470;77
data,1287518682000,76;98796;77
data,1260547161000,76;19106;77
data,1287154603000,76;48316;77
data,1286560143000,76;36387;77
data,1276698914000,76;3217;77
data,1288832523000,76;53916;77
data,1288775436000,76;50374;77
data,1284978715000,76;71472;77
data,1209574400000,76;70098;77
data,1273944259000,76;47602;77
data,1252983295000,76;81375;77
data,1281616262000,76;57258;77
data,1288942501000,76;83684;77
data,1288593808000,76;2919;77
data,1283646436000,76;107125;77
data,1173430110000,76;105217;77
data,1284428977000,76;19469;77
data,1277684302000,76;42802;77
data,1284948130000,76;33239;77
data,1286865694000,76;105776;77
data,1273534259000,76;7600;77
data,1167873264000,76;34363;77
data,1283427585000,76;88966;77
data,1288860100000,76;14346;77
data,1220628681000,76;7486;77
data,1285634455000,76;21000;77
data,1250291987000,76;98876;77
data,1286037279000,77;65155;77
data,1187689267000,77;59301;77
data,1289014111000,77;41073;77
data,1233703666000,78;95782;77
data,1183102073000,78;42874;78
data,1285763290000,78;96631;78
data,1262871838000,79;68770;78
data,1279092042000,79;59681;78
data,1250703140000,79;57269;78
data,1288894567000,80;11718;78
data,1274538956000,80;100696;78
data,1283243470000,80;102599;78
data,1198114497000,80;101515;78
data,1254149242000,81;15504;78
data,1288558927000,81;68778;78
data,1286202253000,81;29332;78
data,1284663502000,81;88133;78
data,1283588898000,81;43186;78
data,1282639008000,81;102487;78
data,1283852533000,82;20178;78
data,1280085972000,82;8179;78
data,1146182473000,82;78022;78
data,1212729610000,82;86380;78
data,1288201151000,82;57077;78
data,1288880152000,82;3884;78
data,1258961121000,82;23340;78
data,1266355115000,82;61059;78
data,1279358923000,82;58805;78
data,1288781546000,82;38294;78
data,1286363597000,82;35227;78
data,1281766529000,82;52026;78
data,1281974424000,82;63838;78
data,1229206796000,82;16470;78
data,1202943330000,82;103793;78
data,1260854514000,82;7871;78
data,1257759176000,82;56729;78
data,1252949301000,82;59118;78
data,1276760657000,82;55319;78
data,1273141656000,82;63277;78
data,1218542144000,82;95085;78
data,1287571764000,82;98296;78
data,1259792159000,83;87852;78
data,1264602638000,83;29408;78
data,1285767911000,83;88599;78
data,1281809505000,83;37840;78
data,1228596469000,83;66953;78
data,1192075833000,83;40966;79
data,1287665509000,83;77454;79
data,1285666306000,83;93943;79
data,1208786484000,83;7585;79
data,1276150826000,83;79990;79
data,1285713243000,83;103003;79
data,1205881188000,83;75782;79
data,1258892025000,83;101562;79
data,1275525593000,83;67343;79
data,1280525712000,84;37615;79
data,1266826127000,84;80016;79
data,1260903997000,84;41803;79
data,1245915866000,84;38614;79
data,1267563072000,84;101181;79
data,1257468623000,84;27167;79
data,1288856922000,84;25540;79
data,1261595565000,84;42651;79
data,1287770316000,84;57392;79
data,1279022161000,84;103628;79
data,1287070953000,84;34377;79
data,1268922004000,84;90613;79
data,1225735510000,84;102804;79
data,1288609078000,84;20973;79
data,1287025663000,84;103949;79
data,1246992476000,84;36497;79
data,1284373889000,84;46283;79
data,1288259437000,84;39715;79
data,1157743581000,84;91227;79
data,1285656027000,84;59121;79
data,1274822360000,84;14639;79
data,1182352398000,84;60010;79
data,1285362444000,84;17205;79
data,1253812780000,84;83028;79
data,1286338260000,84;96471;79
data,1288316982000,84;42685;79
data,1285026991000,84;98257;79
data,1280841934000,84;88878;79
data,1289231022000,84;5454;79
data,1284996429000,84;90776;79
data,1283440660000,84;70500;79
data,1275480467000,84;64081;79
data,1288713628000,84;75507;79
data,1285821310000,84;39806;79
data,1286227803000,84;71259;79
data,1289246497000,84;81073;79
data,1267982382000,84;97080;79
data,1287767992000,84;30028;79
data,1288314599000,84;57862;79
data,1234825117000,84;60358;79
data,1288553120000,85;31025;79
data,1157232747000,86;105788;79
data,1282821422000,86;93118;79
data,1286529952000,86;4116;80
data,1284388590000,86;33292;81
data,1202675649000,86;40233;81
data,1287417417000,86;103436;81
data,1286257955000,86;101477;81
data,1278435342000,86;6359;81
data,1229027580000,86;40955;81
data,1288369073000,86;100772;81
data,1288175256000,86;34571;82
data,1289299876000,86;16505;82
data,1286967341000,86;39900;82
data,1288329939000,86;85345;82
data,1285712705000,86;60980;82
data,1288717778000,86;6398;82
data,1274764046000,86;51050;82
data,1287061540000,86;33142;82
data,1285759012000,86;3591;82
data,1212077184000,86;77469;82
data,1200078152000,86;52723;82
data,1271706451000,86;106705;82
data,1277382657000,86;22333;82
data,1265213494000,86;23704;82
data,1288205487000,86;41848;82
data,1281427173000,86;59789;82
data,1284058583000,86;98229;82
data,1233782740000,86;89124;82
data,1288604504000,87;86730;82
data,1277828121000,87;52942;82
data,1287615930000,87;91597;82
data,1169475423000,87;46599;82
data,1288128214000,87;88232;82
data,1234899732000,87;83184;82
data,1288754195000,87;41363;82
data,1242695540000,87;104623;82
data,1255571537000,87;42141;82
data,1288698498000,87;36793;82
data,1269700325000,87;94165;82
data,1286139652000,88;55525;82
data,1288712623000,88;92893;82
data,1265605202000,88;60008;82
data,1284555124000,88;60887;82
data,1267800937000,88;42684;82
data,1286620432000,88;53117;82
data,1214564802000,88;67719;82
data,1285794910000,88;67326;82
data,1287708937000,88;8487;82
data,1273791326000,88;33428;82
data,1268312270000,88;32507;82
data,1286037926000,88;63526;82
data,1285224734000,88;75781;82
data,1284725695000,88;56856;82
data,1254137401000,88;80322;82
data,1278750896000,88;16076;82
data,1277308663000,88;68771;82
data,1242812362000,88;22065;82
data,1287113705000,88;85811;82
data,1253169276000,88;47568;82
data,1249503185000,88;47702;82
data,1282227909000,88;73192;82
data,1272032268000,88;31247;82
data,1284884346000,88;24750;82
data,1286125098000,88;62499;82
data,1288572546000,88;29655;82
data,1283929234000,88;43312;82
data,1280884061000,88;56014;82
data,1276092613000,88;50343;82
data,1246064855000,88;34774;82
data,1283347101000,88;95445;82
data,1285881551000,88;15110;82
data,1287589576000,88;54062;82
data,1233011496000,88;43155;82
data,1289258931000,88;57655;82
data,1263338523000,88;104429;82
data,1287147247000,88;45008;82
data,1221487023000,88;6033;82
data,1288871350000,88;65817;82
data,1282563739000,88;38971;82
data,1285530429000,88;37780;82
data,1277573190000,88;42310;82
data,1288732615000,89;68783;82
data,1253199877000,89;64672;83
